SMILES,prediction
Clc1cc2NC(=O)Cc2cc1C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4S(=O)(=O)N5CCC(CC5)NCc6ccccc6,0
COc1cc(Oc2ccc(cc2C=C)C(NC(=O)NC(C)(C)C)C(=O)Nc3cccc(c3)C(=O)NS(=O)(=O)c4ccc(cc4)C(F)(F)F)nc(n1)c5ccccc5,0
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,0
CC(C)C[C@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,0
CCOC(=O)c1cc(C#N)c(nc1C)N2CCN(CC2)C(=O)NS(=O)(=O)Cc3ccccc3,0
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC1=O,0
CC(C)(C)CCN1N=C(N2CCCC2)C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,0
O1c2c(C[C@@H](O)[C@H]1c1cc(O)c(O)cc1)c(O)cc(O)c2,0
S1CC2NC(=O)NC2C1CCCCC(OC([C@@H](NC(=O)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1)CN1CC2C(C[C@H]1C(=O)NC(C)(C)C)CCCC2)=O,0
CCOC(=O)c1cc(C#N)c(nc1C)N2CC3CN(CC3C2)C(=O)NS(=O)(=O)c4ccccc4,0
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@@H]5CCC(=O)N5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N,0
S(=O)(=O)(N[C@@H](Cc1cc(C)c(cc1)[C@H]1S(=O)([O-])=NC(=O)C1)c1[nH]c2c(n1)cccc2)c1ccccc1,0
O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)C1c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,0
F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)COC4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,0
COC(=O)NC1(CCN(C[C@@H]2C[C@@]2(C(=O)N(C)Cc3ccccc3)c4ccc(Cl)c(Cl)c4)CC1)c5ccccc5,0
NC(=N)SCc1cc(F)ccc1Sc2ccc(F)cc2CSC(=N)N,0
NC(=N)SCc1ccccc1C(=O)c2cc(ccc2CSC(=N)N)[N+](=O)[O-],0
Cc1ccccc1CN(CCN(Cc2cncn2C)c3ccc(cc3)c4ccccc4)S(=O)(=O)c5cn(C)cn5,0
Cc1ccccc1CN(CCN(Cc2cncn2C)c3ccc(cc3)C#N)S(=O)(=O)c4cn(C)cn4,0
CC(C)(C)c1nc2ccccc2n1Cc3ccc(cc3)C(=O)N[C@@H]4CN(CC#C)C[C@@H]4C(=O)NO,0
Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3COCC[C@@H]3C(=O)NO)c4ccccc4n1,0
Cc1cc(COc2ccc(cc2)C(=O)NC3CCC3C(=O)NO)c4ccccc4n1,0
COC(=O)N1C[C@@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)[C@H](C1)C(=O)NO,0
CCCC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccccc3Cl,0
Cc1c(Cc2ccccc2S(=O)(=O)c3ccccc3)c4C(=O)N(C=Cc4n1CC(=O)O)C(F)F,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)c5csc1n5)[C@@H](C)O,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)c5csc1n5,0
CC(C)C(=O)O[C@@H]1[C@@H](CNS(=O)(=O)NC(=O)c2ccccc2O)O[C@H]([C@@H]1F)n3cnc4c(N)ncnc34,0
COc1ccc2c(O[C@@H]3C[C@@H]4N(C3)C(=O)NCCCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)cc(nc2c1)c7nccs7,0
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@H](NCCCC(=O)O)c4ccccc4)C2=O)c1F,0
CN1C(=O)C=C(NCCCN2CCC(CN3c4ccccc4Sc5ccc(cc35)C(=O)O)CC2)N(C)C1=O,0
C[C@@H](NC(=O)CCC(=O)OCCNC(=S)Nc1ccc(C2=C3C=CC(=O)C=C3Oc4cc(O)ccc24)c(c1)C(=O)O)C(=O)NCCCC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N,0
OC(C(O)C(O)CO)C(O)CO,0
CCCCCCCCCCC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCN4C(=O)[C@@H](N)Cc5ccc(O)cc5)C(=O)N,0
O1c2c(C(=O)C=C1c1cc(O)c(O)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,0
O1c2c(C(=O)C=C1c1cc(O)c(O)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,0
S1C2N(C(=O)C2NC(=O)C(N)c2ccccc2)C(C(O)=O)=C(C1)C,0
O1C(CO)C(O)C(O)C(O)C1Oc1cc2OC=C(C(=O)c2cc1)c1ccc(O)cc1,0
NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)cc4,0
CC(C)(C)CCN1N2CCCC2C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,0
CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)\C=C/c4ccccc4OCOC1=O,0
CN[C@@H](Cc1ccccc1)C(=O)N(C)CC(=O)N(C)CC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N,0
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC1=O)[C@@H](C)O,0
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)\C=C/c4ccccc4OCOC1=O,0
O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(=O)O,0
Clc1c2c(C(O)=C3[C@H](C[C@@H]4[C@@](O)(C(O)=C(C(=O)N)C(=O)[C@H]4N(C)C)C3=O)[C@@]2(O)C)c(O)cc1,0
CC(C)CCN1N=C(CC2CC2)C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,0
CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)\C=C/c4ccccc4OCOC1=O,0
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nn[nH]n3)[C@@H](C(C)C)C(=O)O,0
CC1=CN=C(NCCc2ccc(F)cc2F)C(=O)N1CC(=O)NCCON=C(N)N,0
NC(=N)NOCCNC(=O)CN1C(=CN=C(NCC(F)(F)c2ccccc2)C1=O)Cl,0
CN(CC1=C2C(=CC(=O)N1Cc3ccn(C)n3)NN(C2=O)c4ccccc4Cl)Cc5ccccc5,0
CC(C)(C)OC(=O)NC[C@@H]1CC[C@@H](CNC(=O)c2cc(nc3ccccc23)N4CCC(CCN)CC4)CC1,0
Cc1cc(COc2ccc(cc2)C(=O)NC3(CC(=O)NO)CCN(CC3)c4ccccc4)c5ccccc5n1,0
Oc1onc(c1)C2CCNCC2,0
CCC(CC)C(=O)O[C@@H]1[C@@H](CNS(=O)(=O)NC(=O)c2ccccc2O)O[C@H]([C@@H]1F)n3cnc4c(N)ncnc34,0
CCCC(=O)O[C@@H]1[C@@H](CNS(=O)(=O)NC(=O)c2ccccc2O)O[C@H]([C@@H]1F)n3cnc4c(N)ncnc34,0
COc1cc(C)c(cc1c2ccc(C#CCO)s2)C(=O)NS(=O)(=O)c3ccccc3,0
NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccc(F)c(F)c2)ccc1C#N,0
Cc1cc(CN2C(=O)C(=C(O)c3cc(F)ccc23)C4=CS(=O)(=O)c5ccccc5N4)ccc1F,0
CN1C(=O)C=C(N2CCCN(CCCN3c4ccccc4Sc5ccc(OCC(=O)O)cc35)CC2)N(C)C1=O,0
O=C1N(C)[C@@H](Cc2ccccc2)C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@H]1[C@H](O)C,0
S1C2N(C(=O)C2NC(=O)C(=NOC)c2occc2)C(C(O)=O)=C(C1)COC(=O)N,0
OC(=O)CCCN1CC(Oc2c(CCc3ccc(OCCCCc4ccccc4)cc3)cccc12)c5nn[nH]n5,0
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)N,0
OC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)Cc1ccccc1)C)CO,0
O1c2c(C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,0
S1C2N(C(=O)C2NC(=O)\C(=N\OC)\c2occc2)C(C(O)=O)=C(C1)COC(=O)N,0
Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCc2nc(O)c(CCCNC(=O)C(N)Cc3c(C)cc(O)cc3C)nc2C,0
CC1=CN=C(NCCc2ccc(F)cc2)C(=O)N1CC(=O)NCCON=C(N)N,0
NC(=N)SCc1ccc(Cl)cc1Oc2ccc(F)cc2CSC(=N)N,0
Cc1cc(COc2ccc(cc2)C(=O)NC3(CC(=O)NO)CCN(CCF)CC3)c4ccccc4n1,0
CC(C)CC(=O)N1CCC(CC(=O)NO)(CC1)NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2,0
CC(C)CCN1N=C(C(=C(C1=O)C2=NS(=O)(=O)c3cc(NS(=O)(=O)C)ccc3N2)O)C(C)(C)C,0
O1C(C)C(O)C(O)C(O)C1O[C@H]1CC[C@@]2([C@@H]3[C@@H](CCC2=C1)[C@@]1(O)CC[C@@H]([C@]1(CC3)C)C=1C=CC(OC=1)=O)C,0
CS(=O)(=O)Nc1ccc2N=C(NS(=O)(=O)c2c1)C3=C(O)C(=NN(CCC4CC4)C3=O)C5=CCCC5,0
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]3CCCN3C(=O)[C@@H](CC(C)C)NC1=O,0
CNC(=O)NC1(CCN(C[C@@H]2C[C@@]2(C(=O)N(C)Cc3ccccc3)c4ccc(Cl)c(Cl)c4)CC1)c5ccccc5,0
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CCCCC4)N(C)S(=O)(=O)c5cccs5)nc1,0
CN1C(=O)N(Cc2cc(Cl)ccc2F)C(=O)[C@]13C(=O)N(CC(=O)O)c4ccc(Cl)cc34,0
OC(=O)c1ccc(cc1)N2CCN(CC2)S(=O)(=O)c3ccc4NC(=O)Cc4c3,0
Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3CN(CC[C@@H]3C(=O)NO)C(C)(C)C)c4ccccc4n1,0
CN(OCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccccn2)ccc1C#N)C(=N)N,0
Cc1nc(sc1C(=O)NCc2ccccc2)N3C=CC(=CC3=O)CCc4ccccc4,0
NC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(cn12)c3cccc(F)c3)c4ccccc4,0
Fc1cc(F)cc(Cc2ccc3[nH]nc(NC(=O)c4ccc(cc4NC5CCOCC5)N6CCNCC6)c3c2)c1,0
OC1=C(C2=CS(=O)(=O)c3ccccc3N2)C(=O)N(Cc4ccc(F)cc4)c5ccc(F)cc15,0
CN(CCCN1CCC(CN2c3ccccc3Sc4ccc(cc24)C(=O)O)CC1)C5=CC(=O)N(C)C(=O)N5C,0
O=C1N[C@@H](CCCCN)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]1Cc1c2c([nH]c1)cccc2,0
O1c2c(C(=O)C(O)=C1c1ccc(O)cc1O)c(O)cc(O)c2,0
CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H]4CCCN4C1=O,0
O1c2c(c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)C(=O)C=C1c1ccc(O)cc1,0
O1C(C(O)C(O)C(O)C1CO)c1c([O-])cc2OC(=CC(=O)c2c1O)c1ccc(O)cc1,0
CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c2cc3cc(NC(=O)c4ccccc4c5ccc(cc5)C(F)(F)F)ccc3n2C)c6ccccc6,0
N[C@@H]1CCCN(C1)c2nc3nccc3c(O)n2Cc4ccccc4C#N,0
FC(F)(F)CCCN1CCC(CS(=O)(=O)N2[C@@H]3CC[C@H]2C[C@H](C3)NC(=O)c4cc5CC(=O)Nc5cc4Cl)CC1,0
C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O,0
Clc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N,0
CN(C)C(=N)N=C(N)N,0
CC1=CN=C(NCCc2ccc3CCCc3c2)C(=O)N1CC(=O)NCCON=C(N)N,0
O1C(CO)C(O)C(O)C(OC2=C(Oc3c(C2=O)c(O)cc(O)c3)c2cc(O)c(O)cc2)C1O,0
CC(F)(F)c1nc2ccccc2n1Cc3ccc(cc3)C(=O)N[C@@H]4CCOC[C@@H]4C(=O)NO,0
ONC(=O)[C@H]1COCC[C@H]1NC(=O)c2ccc(Cn3c(nc4ccccc34)C(F)(F)F)cc2,0
CC1=CC=C(NS(=O)(=O)c2cccc(C)c2)C(=O)N1CC(=O)NCCON=C(N)N,0
OC(=O)c1sc(nc1CC(=O)N2CCc3c(Cl)cccc23)N4CCOCC4,0
CCCC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccc(C)c(F)c3,0
NC(=O)c1cc(C(=O)N2CCc3cc(ccc23)c4ccccc4CN5CCCC5)n(n1)c6ccc7onc(N)c7c6,0
CC(C)(C)CC1=NN(CCC2CC2)C(=O)C(=C1O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3,0
CC(C)(C)CCN1C(=O)C(=C(O)c2cccn12)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3,0
NS(=O)(=O)c1cccc(CN(C2CCNCC2)c3ccc4[nH]ccc4c3)c1,0
S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1,0
O1C[C@H]2[C@@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O[C@@H]2O[C@H]3[C@@H](O[C@@H](OC3)C)[C@H](O)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O,0
OC(=O)C(N(Cc1ccc(cc1)-c1ccccc1-c1[nH]nnn1)C(=O)CCCC)C(C)C,0
CCN(CC)Cc1c(O)c(OC)c(O)c2[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)c12,0
CC1=CN=C(NCCc2ccc(cc2)C(F)(F)F)C(=O)N1CC(=O)NCCON=C(N)N,0
COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2ccc3c(ncnc23)c4cccs4)Oc5ccccc5,0
OC(=O)CCCN1CC(Oc2c(OCc3ccc(OCCCCc4ccccc4)cc3)cccc12)C(=O)O,0
OC[C@H]1O[C@H](Oc2ccc(cc2)c3ccc(cc3)C(=O)N4CCOCC4)[C@@H](O)[C@@H](O)[C@@H]1O,0
NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)c(F)c4,0
NC(=N)SCc1ccccc1Sc2ccccc2CSC(=N)N,0
NC(=N)SCc1cccc2c3ccc(Br)c(CSC(=N)N)c3sc12,0
Cc1c(O)cccc1C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C,0
F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO[C@H]4O[C@@H](C(O)=O)[C@H](O)[C@@H](O)[C@@H]4O)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,0
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2NCC[C@@H]2c3ccccc3,0
S1C2N(C(=O)C2NC(=O)C(N)c2ccc(O)cc2)C(C(O)=O)=C(C1)CSc1nn[nH]c1,0
CCCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C)C(=O)N,0
O1c2c(C(=O)C(O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,0
CN1C(=C(C(=O)N(C)C1=O)c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)C,0
CC(C)CCN1N=C(N(C)C(C)C)C(=C(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C)ccc3N2)C1=O)O,0
S1[C@]2(N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1)C,0
S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(N)c1ccccc1,0
Cc1cc(COc2ccc(cc2)C(=O)NC3(CC(=O)NO)CCN(CC3)C(=O)CC(C)(C)C)c4ccccc4n1,0
O=C1NC(=Nc2n(cnc12)COC(CO)CO)N,0
O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1N1C=CC(O)=NC1=O,0
O1c2c(C(=O)C(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,0
CN1CCN(Cc2ccc(cc2)C(N3CCCN(CC3)C4CCC4)c5nnnn5Cc6ccccc6)CC1,0
Oc1cc(nc(CC(=O)Nc2ccc(F)c(Br)c2)n1)N3CCOCC3,0
Oc1cc(nc(CC(=O)Nc2ccc(F)c(F)c2)n1)N3CCOCC3,0
Oc1cc(nc(CC(=O)Nc2ccc(F)c(Cl)c2)n1)N3CCOCC3,0
OC(=O)c1ccccc1c2ccc(CN3CCC(COC(=O)c4c5OCCCn5c6ccccc46)CC3)cc2,0
Brc1ccc2cc(sc2c1)C(=O)NC3(CCCC3)C(=O)N[C@H](Cc4ccccc4)C(=O)NCC5CCN(CC6CCOCC6)CC5,0
COC(=O)c1ccc(NC(=O)c2cccc(c2)c3cc(ccc3CN)C(=O)Nc4ccncc4F)cc1,0
CC(C)Oc1ccc(cc1)C(=O)NC2(CCCC2)C(=O)N[C@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4,0
CC(C)[C@H](N)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@@H]3CN(C[C@H]3c4ccc(Cl)cc4)C5CCOCC5,0
NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2cccc(Cl)c2)ccc1C#N,0
CC(C)CCN1C(=O)C(=C(O)c2cccn12)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C5CC5)ccc4N3,0
COc1ccc(cc1)N2N=C(C3CCN(C(=O)C23)c4ccc(cc4)C5(CN(C)C)CC5)S(=O)(=O)C,0
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CN6CCCC6=O)CC5,0
Cc1cc(COc2ccc(cc2)C(=O)NC3(CC(=O)NO)CCN(CCS(=O)(=O)C)CC3)c4ccccc4n1,0
CCCCCCC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCN4C(=O)[C@@H](N)Cc5ccc(O)cc5)C(=O)N,0
Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCCc2nc(O)c(CCCCNC(=O)C(N)Cc3c(C)cc(O)cc3C)nc2C,0
OC(=O)[C@@H](N)CCC(=O)N,0
OC(=O)C(N)CCC(O)=O,0
COc1ccc(CCNC2=NC=C(C)N(CC(=O)NCCON=C(N)N)C2=O)cc1OC,0
CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N,0
O=C1NC(=Nc2n(cnc12)C1[C@H](C[C@@H]1CO)CO)N,0
OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3,0
Nc1nc(O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2n1,0
Clc1nc(n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c1CO)CCCC,0
O=C1N=C(Nc2n(cnc12)[C@@H]1C[C@H](CO)[C@H]1CO)N,0
Oc1nc(nc2n(cnc12)[C@@H]1C[C@H](CO)[C@H]1CO)N,0
s1cccc1C1OC2C(OC(O[C@H]3[C@@H]4[C@@H]([C@@H](c5c3cc3OCOc3c5)c3cc(OC)c(O)c(OC)c3)C(OC4)=O)C(O)C2O)CO1,0
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN(CCO)CCO,0
Nc1noc2ccc(cc12)n3nc(cc3C(=O)Cc4ccc(cc4)c5ccccc5CN6CCCC6)C(F)(F)F,0
CN(c1ccc2N=C(NS(=O)(=O)c2c1)C3=C(O)c4cccn4N(Cc5ccc(F)cc5)C3=O)S(=O)(=O)C,0
NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccccn2)ccc1C#N,0
CC1Cc2c(Cl)cccc2N1C(=O)Cc3nc(sc3C(=O)O)N4CCOCC4,0
CC(Nc1cccc(c1)C(=O)O)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C,0
CC(Nc1cccc(Cl)c1F)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)NCCN(C)C,0
Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)CC4CCN(CC4)C(=O)OC(C)(C)C,0
COc1ccc(cc1)n2nc(Cn3cnnn3)c4CCN(C(=O)c24)c5ccc(cc5)c6ccccc6CN7CC[C@@H](O)C7,0
CSc1ccc(cc1)C(=O)NC2(CCCC2)C(=O)N[C@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4,0
CN1C[C@H](C[C@@H]([C@H]1C(=O)N2CCN(CC2)c3ccccc3)C(=O)NO)OC(=O)N4CCCCC4,0
CN\C(=C/[N+](=O)[O-])\NCCSCc1oc(CN(C)C)cc1,0
CC1=CN=C(NCCc2ccc(F)c(F)c2)C(=O)N1CC(=O)NCCON=C(N)N,0
CO[C@H]1C(=O)[C@]2(C)[C@H](C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(=C1C6(C)C)C)OC(=O)OC,0
CCCCCCCC(=O)NCCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O,0
CCCCC(=O)NCCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O,0
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H]5CCCN5C(=O)[C@H](Cc6ccccc6)NC1=O,0
O(CCCCCOc1ccc(cc1)C(N)=N)c1ccc(cc1)C(N)=N,0
COc1ccc(cc1)c2c(onc2C(=O)NC3CCN(Cc4ccccc4)CC3)c5cc(Cl)c(O)cc5O,0
CS(=O)(=O)Nc1ccc2N=C(NS(=O)(=O)c2c1)C3=C(O)C4CCCCCC4N(Cc5ccc(F)cc5)C3=O,0
CC1(C)N(CCn2c(Nc3ccc(F)c(F)c3)c(nc12)c4ccc(F)cc4)C(=O)CN,0
Cn1cc(cn1)c2ccc(cc2)c3cnc(N)c4ccc(nc34)C(=O)N5CCNCC5,0
COc1ccc(CN2CCC(CC2)NC(=O)c3noc(c4cc(Cl)c(O)cc4O)c3c5ccc(OC)cc5)cc1,0
FC1=CN([C@H]2O[C@@H](COC(=O)[C@@H](N)C(C)C)[C@H](O)C2)C(=O)NC1=O,0
CNC(=O)c1ccc(cc1)c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2,0
NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(F)c(F)c4,0
CC(Nc1ccccc1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)NCCN5CCNCC5,0
CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CN(CCc34)C(=O)C(C)(C)C)c5cccc(F)c5,0
COc1cccc(c1F)c2cccc(c2)C3(N=C(N)N4CCCN=C34)c5ccncc5,0
COCC[C@H](CC1(CCCC1)C(=O)NC2(CO)Cc3ccccc3C2)C(=O)O,0
C[C@H](Cc1cccc(CC(=O)NC2Cc3ccccc3C2)c1)NC[C@H](O)c4ccc(O)c(CO)c4,0
